# sft export v3 -- generated 2024-11-02
id	instruction	input	output	source
m05432	Count vowels:	fcigbo	2	synthetic
m05433	Sort letters:	fppgftu	ffgpptu	synthetic
m05434	Sort letters:	bwnrogh	bghnorw	synthetic
m05435	Sort letters:	owece	ceeow	synthetic
m05436	Repeat:	café café	café café	vendor_a
m05437	Reverse:	xwgqmfhv	vhfmqgwx	synthetic
m05438	Reverse:	ckn	nkc	synthetic
m05439	Sort letters:	jtjc	cjjt	vendor_a
m05440	Uppercase:	pslwmcasy	PSLWMCASY	vendor_b
m05441	Uppercase:	eaaumw	EAAUMW	vendor_a
m05442	Reverse:	ncqm	mqcn	vendor_a
m05443	lENGTH:	jebpfeyfn	9	scrape
m05444	Reverse:	xhrhhke	ekhhrhx	vendor_a
m05445	Count vowels:	gervtoypf	2	synthetic
m05446	Count vowels:	qzkefkwvm	1	vendor_b
m05447	sort letters:	frq	fqr	scrape
m05448	Sort letters:	ehwwa	aehww	vendor_b
m05449	Repeat:	to loss quick	to loss quick	synthetic
m05450	Reverse:	sad	das	synthetic
m05451	Length:	eumv	4	vendor_a
m05452	REVERSE:	dbcrizr	rzircbd	scrape
m05453	Count vowels:	vwddg	0	vendor_a
m05454	Reverse:	lzegmz	zmgezl	vendor_a
m05455	Sort letters:	ubhg	bghu	synthetic
m05456	Reverse:	hlzode	edozlh	synthetic
m05457	rEVERSE:	jsgk	kgsj	scrape
m05458	Reverse:	hoiwzpom	mopzwioh	synthetic
m05459	Repeat:	"she said ""a señor gradient"""	"she said ""a señor gradient"""	synthetic
m05460	REPEAT:	back exactly of	back exactly of	scrape
m05461	Uppercase:	vtmhxqy	VTMHXQY	synthetic
m05462	sORT LETTERS:	yyomalta		scrape
m05463	rEPEAT:	"without
single"	"without
single"	scrape
m05464	uPPERCASE:	yfhjpf	YFHJPF	scrape
m05465	Sort letters:	gmwnrdy	dgmnrwy	vendor_b
m05466	lENGTH:	oksiyroajkl	11	scrape
m05467	Repeat:	"she said ""every"""	"she said ""every"""	vendor_b
m05468	Sort letters:	atasxvaa	aaaastvx	vendor_b
m05469	rEVERSE:	uhocgkm	mkgcohu	scrape
m05470	rEPEAT:	"a	text every"	"a	text every"	scrape
m05471	Length:	e	1	vendor_a
m05472	Sort letters:	idudnuxb	bddinuux	vendor_a
m05473	Reverse:	cqivbiq	qibviqc	synthetic
m05474	REVERSE:	kwdqvh	hvqdwk	scrape
m05475	Reverse:	zcllblqa	aqlbllcz	vendor_b
m05476	Sort letters:	ykbn	bkny	vendor_a
m05477	Reverse:	kzs	szk	vendor_a
m05478	Uppercase:	ayav	AYAV	vendor_b
m05479	Uppercase:	nofq	NOFQ	vendor_b
m05480	lENGTH:	wramnxoc	8	scrape
m05481	Sort letters:	quenhv	ehnquv	scrape
m05482	Uppercase:	ryux	RYUX	vendor_b
m05483	reverse:	nlpikhw	whkipln	scrape
m05484	Reverse:	cduj	judc	synthetic
m05485	REPEAT:	exactly the loss		scrape
m05486	reverse:	sghhtyzq	qzythhgs	scrape
m05487	Reverse:	sjzfj	jfzjs	synthetic
m05488	Uppercase:	yyp	YYP	vendor_a
m05489	Reverse:	tbswqxe	exqwsbt	vendor_a
m05490	Sort letters:	ovlr	lorv	vendor_a
m05491	Uppercase:	gdtyrcvi	GDTYRCVI	synthetic
m05492	Reverse:	nhjav	vajhn	synthetic
m05493	Repeat:	text naïve déjà	text naïve déjà	vendor_b
m05494	rEPEAT:	it learns model	it learns model	scrape
m05495	Repeat:	it café character copy single reads café	it café character copy single reads café	vendor_a
m05496	Uppercase:	itiqd	ITIQD	synthetic
m05497	Sort letters:	vpwsel	elpsvw	vendor_b
m05498	Sort letters:	aytsxozy	aostxyyz	vendor_b
m05499	sORT LETTERS:	heksrgo	eghkors	scrape
m05500	Sort letters:	vyfgsvca	acfgsvvy	synthetic
m05501	Uppercase:	azgicjj	AZGICJJ	synthetic
m05502	uPPERCASE:	rldrb	RLDRB	scrape
m05503	Repeat:	"she said ""café single señor it character model of quick reads losing"""	"she said ""café single señor it character model of quick reads losing"""	synthetic
m05504	Repeat:	back it naïve exactly déjà quick copy data jalapeño and	back it naïve exactly déjà quick copy data jalapeño and	vendor_a
m05505	uppercase:	hrehu	HREHU	scrape
m05506	Sort letters:	xgf	fgx	vendor_b
m05507	Repeat:	jalapeño back	jalapeño back	vendor_a
m05508	rEVERSE:	jtxez	zextj	scrape
m05509	count vowels:	aidhlqxql	2	scrape
m05510	Reverse:	verp	prev	vendor_b
m05511	Reverse:	ffilamt	tmaliff	synthetic
m05512	REVERSE:	mnzur	ruznm	scrape
m05513	Repeat:	señor character	señor character	vendor_a
m05514	lENGTH:	htha	4	scrape
m05515	Count vowels:	scdvzwyg	0	vendor_b
m05516	Uppercase:	fbnngeyzl	FBNNGEYZL	vendor_b
m05517	Reverse:	wjx	xjw	vendor_b
m05518	Uppercase:	diohfb	DIOHFB	synthetic
m05519	Uppercase:	pmfojh	PMFOJH	vendor_a
m05520	Reverse:	lorjtppj	jpptjrol	vendor_a
m05521	Sort letters:	ekofug	efgkou	vendor_b
m05522	Reverse:	vaumfsnl	lnsfmuav	vendor_b
m05523	Uppercase:	nzgo	NZGO	vendor_b
m05524	Reverse:	cedxe	exdec	synthetic
m05525	Sort letters:	exbfy	befxy	synthetic
m05526	Reverse:	amyum	muyma	synthetic
m05527	Sort letters:	phd	dhp	
m05528	Sort letters:	eovj	ejov	scrape
m05529	Reverse:	ppoujmit	timjuopp	vendor_a
m05530	Length:	wfg	3	synthetic
m05531	Repeat:	déjà gradient señor and learns señor a	déjà gradient señor and learns señor a	vendor_b
m05532	Reverse:	tiph	hpit	synthetic
m05533	Length:	eyqegyef	8	synthetic
m05534	Sort letters:	uana	aanu	vendor_b
m05535	Uppercase:	ddkbz	DDKBZ	synthetic
m05536	Repeat:	"she said ""loss token"""	"she said ""loss token"""	vendor_b
m05537	Sort letters:	gziz	gizz	vendor_a
m05538	Repeat:	"she said ""quick jalapeño reads"""	"she said ""quick jalapeño reads"""	vendor_b
m05539	Sort letters:	phsoouk	hkoopsu	synthetic
m05540	Sort letters:	qrsmar	amqrrs	vendor_a
m05541	uPPERCASE:	rcba	RCBA	scrape
m05542	Sort letters:	amdcmbrk	abcdkmmr	synthetic
m05543	SORT LETTERS:	szrywx	rswxyz	scrape
m05544	Uppercase:	krgez	KRGEZ	vendor_b
m05545	Length:	traxmagpr	9	vendor_a
m05546	Count vowels:	rtqyx	0	vendor_b
m05547	sort letters:	ctl	clt	scrape
m05548	Reverse:	qqfz	zfqq	synthetic
m05549	SORT LETTERS:	xbahx	abhxx	scrape
m05550	Reverse:	bmjsfpj	jpfsjmb	vendor_a
m05551	Sort letters:	nfvl	flnv	vendor_a
m05552	Sort letters:	snrxsf	fnrssx	synthetic
m05553	Sort letters:	dlolslam	adlllmos	vendor_a
m05554	sort letters:	qwuobyo	booquwy	scrape
m05555	Uppercase:	lbwomlbwy	LBWOMLBWY	synthetic
m05556	Sort letters:	mbgpnpxf	bfgmnppx	vendor_b
m05557	cOUNT VOWELS:	ftaawb	2	scrape
m05558	Length:	ldbptd	6	vendor_a
m05559	Count vowels:	hnewl	1	synthetic
m05560	lENGTH:	vnwnhisvarjj	12	scrape
m05561	lENGTH:	sddjxx	6	scrape
m05562	Uppercase:	chpzwjv	CHPZWJV	vendor_b
m05563	Sort letters:	rbqlj	bjlqr	vendor_a
m05564	Uppercase:	tlmmj	TLMMJ	vendor_a
m05565	uPPERCASE:	dgbtqtd	DGBTQTD	scrape
m05566	Reverse:	zbqh	hqbz	synthetic
m05567	Uppercase:	dolaz	DOLAZ	vendor_b
m05568	Repeat:	"résumé	jalapeño"	"résumé	jalapeño"	synthetic
m05569	Repeat:	exactly the loss	exactly the loss	vendor_a
m05570	Uppercase:	tiurzbtd	TIURZBTD	vendor_a
m05571	uPPERCASE:	dxokxvci	DXOKXVCI	scrape
m05572	Sort letters:	uxqwgt	gqtuwx	synthetic
m05573	sORT LETTERS:	qxp	pqx	scrape
m05574	Count vowels:	lsqz	0	vendor_b
m05575	Sort  letters:	cpymwipl	cilmppwy	scrape
m05576	Reverse:	szduyrk	kryudzs	vendor_a
m05577	Sort letters:	hnoqtxuz	hnoqtuxz	vendor_b
m05578	Count vowels:	nhkjupnm	1	synthetic
m05579	Sort  letters:	ixkg	gikx	scrape
m05580	Repeat:	batch back model	batch back model	synthetic
m05581	Reverse:	rts
m05582	Repeat:	"jalapeño
jalapeño"	"jalapeño
jalapeño"	synthetic
m05583	Uppercase:	nxcwhsbx	NXCWHSBX	vendor_b
m05584	REVERSE:	szlpvjg	gjvplzs	scrape
m05585	Reverse:	qdr	rdq	vendor_b
m05586	Sort letters:	ayspujsr	ajprssuy	vendor_b
m05587	Sort  letters:	eagiruau	aaegiruu	scrape
m05588	Sort  letters:	eji	eij	scrape
m05589	lENGTH:	kd	2	scrape
m05590	Sort letters:	tuapxlg	aglptux	vendor_a
m05591	Sort letters:	iqnd	dinq	synthetic
m05592	Sort letters:	jkzimox	ijkmoxz	vendor_a
m05593	Repeat:	single über character	single über character	vendor_b
m05594	Uppercase:	ryqf	RYQF	synthetic
m05595	repeat:	"she said ""copy losing"""	"she said ""copy losing"""	scrape
m05596	reverse:	teqs	sqet	scrape
# ---- page break ----
m05597	uppercase:	odjxlqhmx	ODJXLQHMX	scrape
m05598	Length:	plyn	4	synthetic
m05599	Sort letters:	ibbtr	bbirt	vendor_b
m05600	Reverse:	phmmhe	ehmmhp	scrape
m05601	uPPERCASE:	ptqaqy	PTQAQY	scrape
m05602	sort letters:	bfdhegf	bdeffgh	scrape
m05603	rEPEAT:	losing	losing	scrape
m05604	Reverse:	yjsmtux	xutmsjy	vendor_a
m05605	Sort letters:	bjfgutvw	bfgjtuvw	vendor_b
m05606	count vowels:	eznshh	1	scrape
m05607	Length:	by	2	vendor_b
m05608	Sort letters:	ykb	bky	vendor_a
m05609	Sort letters:	zvrvvcpk	ckprvvvz	synthetic
m05610	Repeat:	model small	model small	vendor_b
m05611	Uppercase:	kzfdf	KZFDF	vendor_b
m05612	Reverse:	brqdr	rdqrb	synthetic
m05613	Uppercase:	bqnuwlqbp	BQNUWLQBP	synthetic
m05614	Count  vowels:	eeiozsvw	4	scrape
m05615	Reverse:	iyrouni	inuoryi	vendor_a
m05616	Uppercase:	xlrel	XLREL	vendor_a
m05617	Sort  letters:	pwxl	lpwx	scrape
m05618	UPPERCASE:	hze	HZE	scrape
m05619	Uppercase:	mlkaks	MLKAKS	vendor_a
m05620	Count vowels:	qtdliwiwo	3	synthetic
m05621	SORT LETTERS:	gdoofu	dfgoou	scrape
m05622	Count vowels:	okbla	2	vendor_b
m05623	sort letters:	atasxvaa	aaaastvx	scrape
m05624	Sort letters:	quenhv	ehnquv	vendor_a
m05625	Count vowels:	holtngc	1	vendor_b
m05626	Sort letters:	vywuf	fuvwy	synthetic
m05627	Repeat:	naïve to reads	naïve to reads	vendor_b
m05628	uPPERCASE:	dkaiwyb	DKAIWYB	scrape
m05629	Repeat:	"she said ""quick exactly copy token and résumé café quick déjà quick"""	"she said ""quick exactly copy token and résumé café quick déjà quick"""	synthetic
m05630	UPPERCASE:	fin	FIN	scrape
m05631	Uppercase:	tcsut	TCSUT	vendor_b
m05632	Sort letters:	womh	hmow	vendor_a
m05633	SORT LETTERS:	hqgijywt	ghijqtwy	scrape
m05634	Count vowels:	kjmwqehfji	2	vendor_a
m05635	Repeat:	"she said ""it copy the déjà a data model quick a"""	"she said ""it copy the déjà a data model quick a"""	vendor_a
m05636	Uppercase:	tphnml	TPHNML	synthetic
m05637	UPPERCASE:	gpxknxu	GPXKNXU	scrape
m05638	Sort letters:	vpiik	iikpv	synthetic
m05639	Reverse:	ymbmbocz	zcobmbmy	synthetic
m05640	rEVERSE:	bzjo	ojzb	scrape
m05641	Repeat:	back quick a	back quick a	vendor_b
m05642	Sort letters:	brawg	abgrw	vendor_a
m05643	Sort letters:	grzp	gprz	vendor_b
m05644	Reverse:	bqr	rqb	vendor_b
m05645	sORT LETTERS:	wztktxae	aekttwxz	scrape
m05646	UPPERCASE:	wocewcrp	WOCEWCRP	scrape
m05647	Length:	xwwq	4	vendor_a
m05648	Count vowels:	bscddoao	3	vendor_b
m05649	Sort letters:	rlapezdd	addelprz	vendor_b
m05650	rEVERSE:	yajkd	dkjay	scrape
m05651	Uppercase:	hmmvmt	HMMVMT	vendor_a
m05652	Reverse:	pgbcpu	upcbgp	vendor_a
m05653	Reverse:	pfwnqekc	ckeqnwfp	vendor_b
m05654	Sort letters:	eagiruau	aaegiruu	synthetic
m05655	Uppercase:	xzex		synthetic
m05656	Reverse:	ztaswkku	ukkwsatz	vendor_b
m05657	reverse:	phil	lihp	scrape
m05658	Sort letters:	mcljtbj		vendor_a
m05659	Reverse:	uusb	bsuu	synthetic
m05660	SORT LETTERS:	cdrt	cdrt	scrape
m05661	Uppercase:	ptqaqy	PTQAQY	vendor_b
m05662	Sort letters:	qtldfwge	defglqtw	vendor_a
m05663	Reverse:	wnkgr	rgknw	synthetic
m05664	Length:	ab	2	synthetic
m05665	Sort  letters:	thjdgwh	dghhjtw	scrape
m05666	Uppercase:	mfmxgwy	MFMXGWY	vendor_b
m05667	Count vowels:	nvflfalx	1	synthetic
m05668	Uppercase:	xoptn	XOPTN	vendor_a
m05669	Count vowels:	ctplmwegn	1	synthetic
m05670	rEVERSE:	sqq	qqs	scrape
m05671	Repeat:	exactly batch	exactly batch	vendor_b
m05672	Length:	yxbxacy	7	vendor_b
m05673	Uppercase:	qnj	QNJ	synthetic
m05674	Uppercase:	nsryzahs	NSRYZAHS	synthetic
m05675	Reverse:	vxxaveul	luevaxxv	synthetic
m05676	Sort letters:	hykofxa	afhkoxy	vendor_b
m05677	Sort  letters:	nwu	nuw	scrape
m05678	Reverse:	zhmx	xmhz	vendor_a
m05679	rEVERSE:	khjsxhq	qhxsjhk	scrape
m05680	REPEAT:	and and jalapeño without a gradient text without	and and jalapeño without a gradient text without	scrape
m05681	Length:	mul	3	vendor_b
m05682	Uppercase:	suiuyhjy​	SUIUYHJY	vendor_a
m05683	Sort letters:	wkoqvspd	dkopqsvw	vendor_b
m05684	repeat:	a café every	a café every	scrape
m05685	Sort  letters:	bjolo	bjloo	scrape
m05686	Sort letters:	bhsosjtl	bhjlosst	synthetic
m05687	Count vowels:	dihql	1	vendor_b
m05688	Sort letters:	zjqlw	jlqwz	vendor_b
m05689	repeat:	back it naïve exactly déjà quick copy data jalapeño and	back it naïve exactly déjà quick copy data jalapeño and	scrape
m05690	Count vowels:	zrhjk	0	vendor_a
m05691	Uppercase:	xpqoec	XPQOEC	vendor_a
m05692	Reverse:	wqqppvtn	ntvppqqw	synthetic
m05693	Uppercase:	ykkxn	YKKXN	vendor_b
m05694	Length:	tt	2	synthetic
m05695	Sort letters:	ipywp	ippwy	vendor_a
m05696	Count vowels:	qcolwpcqe	2	vendor_a
m05697	Length:	zvvco	5	scrape
m05698	Sort  letters:	mjowd	djmow	scrape
m05699	sort letters:	cmnu	cmnu	scrape
m05700	Sort letters:	lnnvcf	cflnnv	vendor_b
m05701	Uppercase:	drrvnbubi	DRRVNBUBI	vendor_b
m05702	Uppercase:	lftdpb		vendor_a
m05703	Sort letters:	wqipmuw	impquww	scrape
m05704	Length:	ckzm	4	synthetic
m05705	Uppercase:	ixlzn	IXLZN	vendor_a
m05706	sORT LETTERS:	xblnykjz	bjklnxyz	scrape
m05707	length:	woognd	6	scrape
m05708	Reverse:	uws	swu	scrape
m05709	Length:	aymjshlj	8	vendor_b
m05710	Sort letters:	ocblcve	bccelov	vendor_a
m05711	uppercase:	ifotzbdv	IFOTZBDV	scrape
m05712	sORT LETTERS:	bjartwpk	abjkprtw	scrape
m05713	uppercase:	nkvefswla	NKVEFSWLA	scrape
m05714	Length:	uyeokmufwze	11	vendor_a
m05715	Sort letters:	gjn	gjn	vendor_a
m05716	rEVERSE:	mwin	niwm	scrape
m05717	Sort  letters:	wpw	pww	scrape
m05718	sort letters:	pqlmy	lmpqy	scrape
m05719	Repeat:	señor	señor	vendor_b
m05720	sort letters:	uhuqnk	hknquu	scrape
m05721	Reverse:	qjdwi	iwdjq	vendor_a
m05722	rEVERSE:	voxqllh	hllqxov	scrape
m05723	Sort letters:	nxqksf	fknqsx	synthetic
m05724	Uppercase:	auzhvpqd	AUZHVPQD	vendor_b
m05725	Sort letters:	kawlnq	aklnqw	synthetic
m05726	Reverse:	zfbzwla	alwzbfz	vendor_a
m05727	Count vowels:	whmomigziw	3	synthetic
m05728	Reverse:	vctxtexj	jxetxtcv	synthetic
m05729	Sort letters:	mjowd	djmow	vendor_a
m05730	Uppercase:	wnxwi	WNXWI	synthetic
m05731	Length:	zaatldd	7	vendor_b
m05732	Reverse:	voq	qov	vendor_b
m05733	reverse:	cmlubgt	tgbulmc	scrape
m05734	Uppercase:	njcvo	NJCVO	vendor_b
m05735	Sort letters:	awd	adw	vendor_a
m05736	rEVERSE:	hih	hih	scrape
m05737	Uppercase:	tesvxrob	TESVXROB	synthetic
m05738	REVERSE:	sqrnkimk	kmiknrqs	scrape
m05739	Reverse:	syoc	coys	synthetic
m05740	Uppercase:	eziy	EZIY	vendor_b
m05741	Sort letters:	crwkk	ckkrw	synthetic
m05742	Repeat:	gradient the	gradient the	vendor_b
m05743	rEPEAT:	déjà single quick	déjà single quick	scrape
m05744	Reverse:	omcgiwnt	tnwigcmo	synthetic
m05745	rEPEAT:	über token	über token	scrape
m05746	Reverse:	smegxm	mxgems	vendor_a
m05747	reverse:	skek	keks	scrape
m05748	Uppercase:	fhuetqso	FHUETQSO	vendor_a
m05749	Sort letters:	cmdppf	cdfmpp	vendor_b
m05750	SORT LETTERS:	gtzvf	fgtvz	scrape
m05751	count vowels:	ghlva	1	scrape
m05752	Reverse:	rgnzugx	xguzngr	synthetic
m05753	Reverse:	npgzrk	krzgpn	vendor_a
m05754	Uppercase:	vjkdxwi	VJKDXWI	synthetic
m05755	rEPEAT:	"she said ""a quick losing"""	"she said ""a quick losing"""	scrape
m05756	cOUNT VOWELS:	swpb	0	scrape
m05757	Reverse:	nobgtek	ketgbon	vendor_a
m05758	Repeat:	without the	without the	vendor_b
m05759	Sort letters:	ebdlduuy	bddeluuy	vendor_a
m05760	Reverse:	zfe		scrape
m05761	Uppercase:	afzslq	AFZSLQ	vendor_b
m05762	Sort letters:	heksrgo	eghkors	vendor_b
m05763	Length:	sddjxx	6	synthetic
m05764	Count  vowels:	hsonlpkt	1	scrape

m05765	Repeat:	text model single	text model single	vendor_a
m05766	Sort letters:	lbn	bln	vendor_b
m05767	Sort letters:	mnmgblva	abglmmnv	vendor_a
m05768	REVERSE:	bwjevklo	olkvejwb	scrape
m05769	Repeat:	"she said ""quick of a model losing character without"""	"she said ""quick of a model losing character without"""	vendor_a
m05770	Sort letters:	cnkuvw	cknuvw	vendor_a
m05771	Uppercase:	cyvauec	CYVAUEC	vendor_a
m05772	Reverse:	bnh	hnb	synthetic
m05773	Reverse:	fsxzn	nzxsf	vendor_b
m05774	rEVERSE:	fbl	lbf	scrape
m05775	Repeat:	café résumé small	café résumé small	vendor_b
m05776	Reverse:	scbktrl	lrtkbcs	synthetic
m05777	reverse:	nurmhj	jhmrun	scrape
m05778	REPEAT:	"she said ""character exactly über résumé learns jalapeño without every résumé"""	"she said ""character exactly über résumé learns jalapeño without every résumé"""	scrape
m05779	Sort letters:	zfpof	ffopz	vendor_a
m05780	Sort letters:	yadcsfn	acdfnsy	scrape
m05781	Sort letters:	szuwehv​	ehsuvwz	vendor_b
m05782	reverse:	gxqrllpq	qpllrqxg	scrape
m05783	Repeat:	without it model	without it model	vendor_b
# ---- page break ----
m05784	Sort letters:	arjlluai	aaijllru	synthetic
m05785	SORT LETTERS:	uana	aanu	scrape
m05786	sORT LETTERS:	pkw	kpw	scrape
m05787	Uppercase:	ypec	YPEC	vendor_b
m05788	Uppercase:	qitthn	QITTHN	synthetic
m05789	Reverse:	shhfm	mfhhs	vendor_b
m05790	Length:	letw	4	vendor_b
m05791	Count vowels:	fpqgzgu	1	synthetic
m05792	Sort letters:	ywrseufh	efhrsuwy	vendor_a
m05793	Length:	ezdmyv​	6	vendor_a
m05794	length:	gyvjlqteljof	12	scrape
m05795	sORT LETTERS:	fkcvys	cfksvy	scrape
m05796	Sort letters:	jdakcln
m05797	Sort letters:	vycp	cpvy	vendor_a
m05798	Sort letters:	nfww	fnww	vendor_b
m05799	Repeat:	a reads	a reads	synthetic
m05800	Reverse:	bhoveh	hevohb	synthetic
m05801	Reverse:	syhzzbyp	pybzzhys	vendor_b
m05802	Uppercase:	tzq	TZQ	vendor_b
m05803	rEVERSE:	itaqay	yaqati	scrape
m05804	Repeat:	café über jalapeño line reads small line	café über jalapeño line reads small line	vendor_a
m05805	Uppercase:	eajtqohe	EAJTQOHE	synthetic
m05806	Sort letters:	sxdxu	dsuxx	vendor_b
m05807	Uppercase:	kirac	KIRAC	synthetic
m05808	Reverse:	afaozkzi	izkzoafa	vendor_a
m05809	Uppercase:	rqgfefai	RQGFEFAI	vendor_b
m05810	rEVERSE:	lbjhdb	bdhjbl	scrape
m05811	rEPEAT:	parser résumé to	parser résumé to	scrape
m05812	Length:	gafv	4	synthetic
m05813	Length:	qakartmw	8	vendor_b
m05814	Reverse:	rkzsk	kszkr	vendor_b
m05815	Repeat:	it without exactly	it without exactly	vendor_a
m05816	Reverse:	rkvic	civkr	vendor_b
m05817	Length:	lbdgb	5	vendor_b
m05818	Sort  letters:	jcspee	ceejps	scrape
m05819	Sort letters:	zpzon​	nopzz	vendor_a
m05820	Count vowels:	wxemijlgn	2	vendor_b
m05821	Length:	d	1	synthetic
m05822	SORT LETTERS:	aftgtny	afgntty	scrape
m05823	Reverse:	rms	smr	vendor_a
m05824	Count vowels:	xjnclhypu	1	vendor_a
m05825	uPPERCASE:	pkmwrbn	PKMWRBN	scrape
m05826	Sort letters:	qqjfsdrf	dffjqqrs	vendor_a
m05827	REPEAT:	single token a	single token a	scrape
m05828	Uppercase:	tkbhnycqs	TKBHNYCQS	synthetic
m05829	Uppercase:	kewqtuv	KEWQTUV	synthetic
m05830	REVERSE:	zkkaj	jakkz	scrape
m05831	Sort letters:	nunodo	dnnoou	vendor_a
m05832	Reverse:	hrd	drh	synthetic
m05833	Reverse:	nmimvpq	qpvmimn	synthetic
m05834	Sort letters:	bebzqsl	bbelqsz	vendor_a
m05835	Uppercase:	bniq	BNIQ	vendor_a
m05836	Sort letters:	acw	acw	vendor_b
m05837	Sort letters:	qujo	joqu	synthetic
m05838	Count vowels:	kthkgn	0	vendor_b
m05839	Reverse:	iddf	fddi	vendor_a
m05840	Reverse:	uzguph	hpugzu	vendor_b
m05841	reverse:	qgytaaqk	kqaatygq	scrape
m05842	Uppercase:	wntglcf	WNTGLCF	vendor_a
m05843	rEVERSE:	lonqxb	bxqnol	scrape
m05844	Length:	warbazsxzh	10	scrape
m05845	rEVERSE:	yhkg	gkhy	scrape
m05846	SORT LETTERS:	zkigkekl	egikkklz	scrape
m05847	Reverse:	oqmti	itmqo	synthetic
m05848	Reverse:	qbxwu	uwxbq	synthetic
m05849	uPPERCASE:	pxq	PXQ	scrape
m05850	Reverse:	eglcq	qclge	synthetic
m05851	Repeat:	reads token it	reads token it	vendor_b
m05852	Uppercase:	txnjjgoko	TXNJJGOKO	vendor_b
m05853	Reverse:	uwyrqvv	vvqrywu	vendor_a
m05854	Reverse:	crun	nurc	synthetic
m05855	uPPERCASE:	npuyzad	NPUYZAD	scrape
m05856	Repeat:	it a single	it a single	vendor_a
m05857	Repeat:	exactly a résumé	exactly a résumé	synthetic
m05858	Sort letters:	ldsq	dlqs	vendor_a
m05859	Count vowels:	jjhylossrx		synthetic
m05860	Reverse:	dsyfqzm	mzqfysd	synthetic
m05861	Sort letters:	kwvzecav	acekvvwz	synthetic
m05862	REPEAT:	über über	über über	scrape
m05863	REVERSE:	evz	zve	scrape
m05864	Reverse:	lxaazi	izaaxl	vendor_b
m05865	Reverse:	ykair	riaky	synthetic
m05866	reverse:	jpthjj	jjhtpj	scrape
m05867	Repeat:	gradient café señor quick quick señor batch batch of	gradient café señor quick quick señor batch batch of	vendor_b
m05868	uPPERCASE:	ibzfhykrs	IBZFHYKRS	scrape
m05869	Reverse:	ezp	pze	synthetic
m05870	Reverse:	ldazkgt	tgkzadl	synthetic
m05871	Reverse:	dbcrizr	rzircbd	vendor_b
m05872	Sort letters:	hzwhmyjw	hhjmwwyz	synthetic
m05873	Sort letters:	ywaacfi	aacfiwy	vendor_a
m05874	Reverse:	fkaojnt	tnjoakf	vendor_b
m05875	Count vowels:	pacmqooh	3	vendor_b
m05876	Uppercase:	nkcjdbqa	NKCJDBQA	synthetic
m05877	Sort letters:	ktwvtyo	kottvwy	synthetic
m05878	Reverse:	ttjmg	gmjtt	scrape
m05879	Reverse:	zhmx	xmhz	scrape

m05880	  rEPEAT: 	back	back	scrape
m05881	rEVERSE:	kxaup	puaxk	scrape
m05882	Reverse:	vfn	nfv	synthetic
m05883	Reverse:	zecqnbjo	ojbnqcez	synthetic
m05884	repeat:	line a model batch to back losing	line a model batch to back losing	scrape
m05885	Reverse:	ops	spo	synthetic
m05886	Sort letters:	ivntk	ikntv	vendor_b
m05887	Uppercase:	hghxjgwx	HGHXJGWX	synthetic
m05888	Repeat:	model parser résumé it batch text a señor reads	model parser résumé it batch text a señor reads	vendor_a
m05889	reverse:	nqkgy	ygkqn	scrape
m05890	Sort  letters:	mhyyiqyg	ghimqyyy	scrape
m05891	Uppercase:	kthjiz	KTHJIZ	vendor_a
m05892	rEVERSE:	zoincnu	uncnioz	scrape
m05893	Uppercase:	fsbiopkjw	FSBIOPKJW	synthetic
m05894	Sort letters:	ryt	rty	vendor_b
m05895	Count  vowels:	jliedisqsm	3	scrape
m05896	Repeat:	the résumé batch	the résumé batch	vendor_a
m05897	Length:	typbomhd	8	vendor_b
m05898	rEPEAT:	über déjà data	über déjà data	scrape
m05899	uppercase:	ejwwksuzz	EJWWKSUZZ	scrape
m05900	Reverse:	big	gib	synthetic
m05901	LENGTH:	ipwfqagqlewr	12	scrape
m05902	Uppercase:	tcq	TCQ	vendor_a
m05903	Repeat:	line text quick	line text quick	vendor_b
m05904	Reverse:	zoq	qoz	synthetic
m05905	Uppercase:	pmfoh	PMFOH	vendor_b
m05906	Length:	mbwplp	6	synthetic
m05907	Count vowels:	sezydhoq	2	vendor_b
m05908	Sort letters:	jmpllys
m05909	Sort letters:	buhde	bdehu	synthetic
m05910	Reverse:	qmnh	hnmq	synthetic
m05911	Uppercase:	lsivyhdqd	LSIVYHDQD	vendor_b	EXTRA
m05912	Reverse:	defe	efed	synthetic
m05913	Reverse:	paal	laap	vendor_b
m05914	sORT LETTERS:	hxknha	ahhknx	scrape
m05915	LENGTH:	fscrjqvj	8	scrape
m05916	Reverse:	cbpd	dpbc	vendor_a
m05917	Reverse:	lozxllc	cllxzol	vendor_b
m05918	rEVERSE:	zarwz	zwraz	scrape
m05919	Reverse:	gaouy	yuoag	synthetic
m05920	Uppercase:	edmjvooj	EDMJVOOJ	synthetic
m05921	rEVERSE:	uktae	eatku	scrape
m05922	length:	nbdoddmjyy	10	scrape
m05923	Repeat:	über batch a	über batch a	vendor_b
m05924	SORT LETTERS:	mva	amv	scrape
m05925	Reverse:	cay	yac	synthetic
m05926	SORT LETTERS:	zqzkl	klqzz	scrape
m05927	cOUNT VOWELS:	fwznwrzng	0	scrape
m05928	Reverse:	muk	kum	vendor_b
m05929	COUNT VOWELS:	guvrfaynlw	2	scrape
m05930	Uppercase:	ofdac	OFDAC	synthetic
m05931	Reverse:	ixbffh	hffbxi	vendor_a
m05932	Reverse:	pvwxgy	ygxwvp	vendor_b
